   0	523776.000000	0.000000
   1	-511.994293	166885.531250
   2	-511.997162	83441.984375
   3	-511.999908	55627.109375
   4	-511.998596	41719.421875
   5	-511.999634	33374.593750
   6	-511.999939	27811.199219
   7	-512.000122	23837.199219
   8	-511.999329	20856.570313
   9	-512.000854	18538.179688
  10	-511.999817	16683.369141
  11	-512.000244	15165.697266
  12	-511.999969	13900.886719
  13	-511.999908	12830.582031
  14	-512.000061	11913.100586
  15	-512.002136	11117.882813
  16	-511.999695	10422.000000
  17	-511.998016	9807.924805
  18	-512.000427	9262.019531
  19	-512.000000	8773.525391
  20	-511.999908	8333.828125
  21	-512.000000	7935.956055
  22	-512.000122	7574.206055
  23	-511.999573	7243.868164
  24	-512.000000	6941.014648
  25	-511.999969	6662.347168
  26	-511.999969	6405.075195
  27	-511.999329	6166.821289
  28	-512.000000	5945.547852
  29	-512.000000	5739.499023
  30	-512.001099	5547.152344
  31	-512.001343	5367.179688
  32	-511.999878	5198.423828
  33	-511.999084	5039.863281
  34	-511.999023	4890.598633
  35	-511.999786	4749.833008
  36	-512.000183	4616.858398
  37	-512.000488	4491.043945
  38	-512.000000	4371.823242
  39	-512.000000	4258.689941
  40	-511.999969	4151.186523
  41	-511.999939	4048.901123
  42	-512.000000	3951.461914
  43	-511.999786	3858.530029
  44	-512.000000	3769.798096
  45	-512.000000	3684.987061
  46	-511.999786	3603.839844
  47	-512.000916	3526.124268
  48	-512.000000	3451.623535
  49	-511.999207	3380.144043
  50	-512.000000	3311.500000
  51	-512.000000	3245.528320
  52	-512.000000	3182.073730
  53	-512.000000	3120.993652
  54	-511.999664	3062.156250
  55	-512.000122	3005.438477
  56	-512.000000	2950.728516
  57	-512.000549	2897.918945
  58	-512.000000	2846.912598
  59	-512.000610	2797.616943
  60	-512.000549	2749.947266
  61	-512.000305	2703.822266
  62	-512.000671	2659.168945
  63	-511.997864	2615.916504
  64	-511.999969	2573.998047
  65	-512.002258	2533.353027
  66	-511.999573	2493.924561
  67	-511.999756	2455.656250
  68	-511.999542	2418.498535
  69	-511.999451	2382.401855
  70	-511.999878	2347.321289
  71	-511.999664	2313.214111
  72	-512.000061	2280.039307
  73	-511.999756	2247.759033
  74	-512.000244	2216.336670
  75	-511.999908	2185.738037
  76	-512.000000	2155.930664
  77	-512.000061	2126.883301
  78	-512.000000	2098.567383
  79	-512.000488	2070.954834
  80	-512.000000	2044.018677
  81	-511.999603	2017.734863
  82	-511.999969	1992.078369
  83	-511.999786	1967.027588
  84	-512.000000	1942.560425
  85	-512.000000	1918.656250
  86	-511.999878	1895.295654
  87	-511.999817	1872.459717
  88	-512.000000	1850.130127
  89	-511.999908	1828.290649
  90	-512.000000	1806.924316
  91	-511.999817	1786.015869
  92	-511.999878	1765.549805
  93	-512.000122	1745.512451
  94	-512.000488	1725.890381
  95	-512.000244	1706.669434
  96	-512.000000	1687.837769
  97	-511.999634	1669.383545
  98	-511.999695	1651.294922
  99	-511.999878	1633.559692
 100	-512.000000	1616.169067
 101	-512.000183	1599.111938
 102	-512.000000	1582.378662
 103	-512.000122	1565.959595
 104	-512.000000	1549.846069
 105	-512.000000	1534.028809
 106	-512.000000	1518.499878
 107	-512.000000	1503.250977
 108	-511.999847	1488.274414
 109	-511.999969	1473.562378
 110	-512.000000	1459.107666
 111	-512.000305	1444.904053
 112	-512.000000	1430.944092
 113	-511.999817	1417.221802
 114	-512.000244	1403.729736
