2.000000 -3.141610
2.829841 -2.355691
2.000004 -1.567823
2.825602 0.788402
2.002000 -1.569776
6.311272 0.324456
5.993996 -3.136911
0.008020 0.003461
10.013988 -3.138620
6.318861 -1.247745
4.444407 -0.461256
5.668155 -0.779403
8.276707 1.331992
16.487974 2.903703
5.999932 -1.559767
6.329579 2.829444
10.835252 -1.185692
8.978182 1.116071
2.032336 -3.114895
8.031919 0.014020
15.704094 2.456023
10.206880 -1.752614
8.330513 1.337851
16.024025 -1.555267
14.003411 0.011701
10.225960 2.961544
12.242068 -0.152097
22.880575 2.243671
13.332573 -2.659282
11.657415 1.051394
10.042660 -2.189369
63.997276 0.015529
11.262731 2.383490
12.678178 -1.225162
12.705383 2.839820
19.917723 -2.201193
11.953630 0.016872
4.009059 -3.135568
8.003106 0.005292
15.976123 1.593772
11.378119 -2.333659
4.012271 1.584817
14.281976 -2.139507
12.658924 -0.292132
8.025533 1.604086
12.792990 -2.781739
5.699036 0.783249
12.031590 -3.108242
5.753267 -0.746951
12.789095 2.840979
8.038547 -1.550446
12.719282 0.358572
14.419801 2.200460
4.056254 -1.487405
11.475426 2.381903
16.023870 -1.523776
7.998453 0.054284
4.059341 -3.062046
12.109560 0.043788
20.069380 2.259967
12.530870 -2.769166
12.700669 1.299722
11.318872 -2.301939
63.997280 0.047509
11.262728 2.415516
12.678174 -1.193182
12.705383 2.871800
19.917721 -2.169167
11.953629 0.048852
4.009057 -3.103543
8.003107 0.037257
15.976122 1.625812
11.378118 -2.301634
4.012271 1.616843
14.281976 -2.107469
12.658924 -0.260106
8.025536 1.636127
12.792990 -2.749714
5.699036 0.815257
12.031583 -3.076262
5.753266 -0.714910
12.789094 2.872959
8.038546 -1.518405
12.719283 0.390597
14.419802 2.232440
4.056254 -1.455364
11.475426 2.413868
16.023869 -1.491800
7.998454 0.086260
4.059339 -3.030005
12.109560 0.075829
20.069384 2.291931
12.530869 -2.737202
12.700665 1.331747
11.318875 -2.269959
63.997272 0.079485
11.262732 2.447496
12.678176 -1.161156
12.705383 2.903825
19.917721 -2.137192
11.953628 0.080828
4.009059 -3.071563
8.003104 0.069298
15.976127 1.657789
11.378118 -2.269654
4.012272 1.648816
14.281977 -2.075506
12.658924 -0.228126
8.025536 1.668103
12.792991 -2.717734
5.699036 0.847222
12.031589 -3.044225
5.753267 -0.682945
12.789098 2.904985
8.038547 -1.486429
12.719282 0.422577
14.419802 2.264405
4.056254 -1.423400
11.475424 2.445848
16.023870 -1.459759
7.998453 0.118240
4.059341 -2.998041
12.109560 0.107803
20.069384 2.323972
12.530868 -2.705161
12.700668 1.363727
11.318872 -2.237933
63.997272 0.111526
11.262733 2.479522
12.678176 -1.129176
12.705384 2.935805
19.917723 -2.105151
11.953630 0.112869
4.009059 -3.039525
8.003105 0.101274
15.976125 1.689768
11.378120 -2.237628
4.012271 1.680796
14.281980 -2.043465
12.658925 -0.196161
8.025535 1.700083
12.792992 -2.685708
5.699036 0.879202
12.031585 -3.012244
5.753267 -0.650904
12.789094 2.936965
8.038548 -1.454449
12.719282 0.454603
14.419801 2.296446
4.056255 -1.391359
11.475426 2.477874
16.023867 -1.427794
7.998452 0.150265
4.059340 -2.966000
12.109561 0.139829
20.069378 2.355935
12.530869 -2.673196
12.700667 1.395692
11.318871 -2.205953
63.997276 0.143491
11.262733 2.511502
12.678174 -1.097153
12.705383 2.967831
19.917723 -2.073187
11.953627 0.144833
4.009057 -3.007545
8.003106 0.133254
15.976123 1.721794
11.378120 -2.205648
4.012272 1.712822
14.281980 -2.011501
12.658924 -0.164120
8.025537 1.732109
12.792990 -2.653728
5.699036 0.911226
12.031587 -2.980280
5.753268 -0.618939
12.789095 2.968991
8.038545 -1.422423
12.719283 0.486583
14.419804 2.328410
4.056254 -1.359394
11.475428 2.509854
16.023867 -1.395814
7.998453 0.182245
4.059341 -2.934035
12.109559 0.171808
20.069386 2.387946
12.530865 -2.641155
12.700665 1.427733
11.318873 -2.173928
63.997272 0.175471
11.262731 2.543527
12.678175 -1.065127
12.705382 2.999811
19.917723 -2.041146
11.953627 0.176874
4.009059 -2.975519
8.003104 0.165280
15.976121 1.753774
11.378121 -2.173623
4.012272 1.744802
14.281980 -1.979460
12.658923 -0.132156
8.025535 1.764089
12.792990 -2.621702
5.699037 0.943251
12.031586 -2.948239
5.753267 -0.586898
12.789098 3.000971
8.038547 -1.390443
12.719283 0.518609
14.419800 2.360420
4.056257 -1.327353
11.475426 2.541879
16.023870 -1.363788
7.998452 0.214271
4.059340 -2.901994
12.109560 0.203834
20.069380 2.419969
12.530870 -2.609191
12.700667 1.459698
11.318871 -2.141948
63.997276 0.207497
11.262731 2.575502
12.678175 -1.033147
12.705382 3.031775
19.917723 -2.009181
11.953628 0.208839
4.009057 -2.943539
8.003104 0.197260
15.976124 1.785800
11.378121 -2.141643
4.012272 1.776828
14.281980 -1.947495
12.658924 -0.100115
8.025536 1.796115
12.792990 -2.589723
5.699034 0.975231
12.031585 -2.916274
5.753265 -0.554922
12.789095 3.032996
8.038548 -1.358417
12.719282 0.550589
14.419802 2.392445
4.056255 -1.295388
11.475427 2.573859
16.023870 -1.331808
7.998453 0.246251
4.059340 -2.870030
12.109558 0.235814
20.069384 2.451934
12.530869 -2.577211
12.700665 1.491739
11.318875 -2.109971
63.997276 0.239476
11.262731 2.607482
12.678175 -1.001171
12.705384 3.063816
19.917717 -1.977140
11.953629 0.240880
4.009058 -2.911575
8.003102 0.229286
15.976121 1.817780
11.378120 -2.109605
4.012273 1.808808
14.281980 -1.915515
12.658920 -0.068138
8.025536 1.828095
12.792991 -2.557746
5.699036 1.007208
12.031585 -2.884233
5.753267 -0.522942
12.789097 3.064971
8.038546 -1.326437
12.719286 0.582565
14.419802 2.424425
4.056252 -1.263408
11.475424 2.605895
16.023869 -1.299783
7.998453 0.278277
4.059341 -2.838050
12.109558 0.267840
20.069380 2.483975
12.530869 -2.545173
12.700665 1.523715
11.318873 -2.077930
63.997265 0.271502
11.262732 2.639507
12.678176 -0.969130
12.705385 3.095791
19.917721 -1.945176
11.953629 0.272845
4.009061 -2.879534
8.003106 0.261266
15.976123 1.849806
11.378118 -2.077625
4.012271 1.840834
14.281975 -1.883494
12.658925 -0.036158
8.025534 1.860120
12.792992 -2.525705
5.699037 1.039248
12.031584 -2.852269
5.753266 -0.490916
12.789094 3.096951
8.038548 -1.294412
12.719281 0.614606
14.419804 2.456451
4.056256 -1.231387
11.475429 2.637859
16.023869 -1.267803
7.998451 0.310257
4.059342 -2.806029
12.109562 0.299820
20.069384 2.515939
12.530870 -2.513193
12.700665 1.555695
11.318872 -2.045966
63.997272 0.303482
11.262731 2.671487
12.678175 -0.937165
12.705382 3.127816
19.917717 -1.913196
11.953627 0.304825
4.009059 -2.847569
8.003105 0.293291
15.976122 1.881785
11.378116 -2.045661
4.012273 1.872813
14.281980 -1.851514
12.658924 -0.004133
8.025534 1.892100
12.792991 -2.493741
5.699037 1.071213
12.031585 -2.820228
5.753268 -0.458936
12.789097 3.128976
8.038547 -1.262432
12.719282 0.646570
